Date,Species,Latitude,Longitude,WnvPresent,month,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS
2007-08-02,CULEX PIPIENS,41.644612,-87.604498,0,8,1,0,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.733643,-87.55551,0,8,0,1,0,0,0,0
2007-08-02,CULEX PIPIENS,41.733643,-87.55551,0,8,1,0,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.717753,-87.531657,0,8,0,1,0,0,0,0
2007-08-02,CULEX PIPIENS,41.717753,-87.531657,0,8,1,0,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.750498,-87.605294,0,8,0,1,0,0,0,0
2007-08-02,CULEX RESTUANS,41.750498,-87.605294,0,8,0,0,1,0,0,0
2007-08-02,CULEX PIPIENS,41.750498,-87.605294,0,8,1,0,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.702724,-87.536497,0,8,0,1,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.702724,-87.536497,0,8,0,1,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.702724,-87.536497,0,8,0,1,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.702724,-87.536497,0,8,0,1,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.702724,-87.536497,0,8,0,1,0,0,0,0
2007-08-02,CULEX PIPIENS/RESTUANS,41.702724,-87.536497,0,8,0,1,0,0,0,0
2007-08-02,CULEX RESTUANS,41.702724,-87.536497,0,8,0,0,1,0,0,0
2007-08-02,CULEX PIPIENS,41.702724,-87.536497,0,8,1,0,0,0,0,0
2007-08-02,CULEX PIPIENS,41.702724,-87.536497,0,8,1,0,0,0,0,0
2007-08-02,CULEX TERRITANS,41.702724,-87.536497,0,8,0,0,0,0,0,1
2007-08-02,CULEX PIPIENS,41.825902,-87.667827,0,8,1,0,0,0,0,0
2007-08-03,CULEX PIPIENS/RESTUANS,41.686398,-87.531635,0,8,0,1,0,0,0,0
2007-08-03,CULEX PIPIENS,41.686398,-87.531635,0,8,1,0,0,0,0,0
2007-08-03,CULEX PIPIENS,41.686398,-87.531635,0,8,1,0,0,0,0,0
2007-08-03,CULEX PIPIENS,41.686398,-87.531635,0,8,1,0,0,0,0,0
2007-08-03,CULEX PIPIENS,41.686398,-87.531635,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.95469,-87.800991,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.95469,-87.800991,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.994991,-87.769279,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.994991,-87.769279,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.974089,-87.824812,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.974089,-87.824812,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.9216,-87.666455,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.891118,-87.654491,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.891118,-87.654491,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.867108,-87.654224,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.896282,-87.655232,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.896282,-87.655232,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.919343,-87.694259,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.919343,-87.694259,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.921965,-87.632085,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.688324,-87.676709,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.688324,-87.676709,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS,41.688324,-87.676709,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.862292,-87.64886,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.862292,-87.64886,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.720848,-87.666014,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.720848,-87.666014,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.731922,-87.677512,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.731922,-87.677512,0,8,1,0,0,0,0,0
2007-08-07,CULEX SALINARIUS,41.731922,-87.677512,0,8,0,0,0,1,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,1,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.999129,-87.795585,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,42.01743,-87.687769,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.907645,-87.760886,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.907645,-87.760886,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.732984,-87.649642,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.732984,-87.649642,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.732984,-87.649642,0,8,1,0,0,0,0,0
2007-08-07,CULEX TERRITANS,41.732984,-87.649642,0,8,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS,41.981964,-87.812827,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.981964,-87.812827,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.981964,-87.812827,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,1,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.944869,-87.832763,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.944869,-87.832763,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,42.011601,-87.811506,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS,41.94983,-87.698457,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.979243,-87.750938,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.979243,-87.750938,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.986921,-87.689778,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.801498,-87.763416,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.906638,-87.701431,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.906638,-87.701431,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.723195,-87.64997,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.723195,-87.64997,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.868077,-87.666901,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.868077,-87.666901,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.869216,-87.627561,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.869216,-87.627561,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.662014,-87.724608,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.961743,-87.76007,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.953067,-87.776792,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.878114,-87.629798,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.878114,-87.629798,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS,41.878114,-87.629798,0,8,1,0,0,0,0,0
2007-08-07,CULEX TERRITANS,41.878114,-87.629798,0,8,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS,41.932094,-87.700117,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.932094,-87.700117,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,42.006858,-87.675919,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,42.006858,-87.675919,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.916265,-87.800515,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.846075,-87.716277,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.846075,-87.716277,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.918705,-87.752329,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.918705,-87.752329,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.918705,-87.752329,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.682587,-87.707973,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.682587,-87.707973,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.725517,-87.614258,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.725517,-87.614258,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.948167,-87.730698,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.963976,-87.69181,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.963976,-87.69181,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.953705,-87.733974,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.953705,-87.733974,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.964242,-87.757639,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.964242,-87.757639,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.990284,-87.797127,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.990284,-87.797127,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,42.008314,-87.777921,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,42.008314,-87.777921,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,42.008314,-87.777921,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,42.008314,-87.777921,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS,42.008314,-87.777921,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.991429,-87.747113,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.991429,-87.747113,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS,41.843811,-87.686763,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.921177,-87.79518,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.921177,-87.79518,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS,41.857402,-87.694991,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.721474,-87.648064,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.721474,-87.648064,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.869107,-87.696293,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.719059,-87.675088,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.719059,-87.675088,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.966987,-87.674677,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.966987,-87.674677,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.970248,-87.787992,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.970248,-87.787992,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,42.010412,-87.66214,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.89923,-87.716788,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.692555,-87.598865,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.692555,-87.598865,0,8,1,0,0,0,0,0
2007-08-07,CULEX RESTUANS,41.94016,-87.794896,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.94016,-87.794896,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.903002,-87.688267,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.903002,-87.688267,1,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.903002,-87.688267,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.704336,-87.703736,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.836644,-87.677737,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.836644,-87.677737,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.837085,-87.729384,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.911824,-87.726737,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.911824,-87.726737,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.823065,-87.678378,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.801179,-87.679447,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.801179,-87.679447,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.778297,-87.752411,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.778297,-87.752411,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS,41.77166,-87.703047,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.759346,-87.745602,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.759346,-87.745602,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.768388,-87.678649,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.797616,-87.797894,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.773215,-87.60088,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.773215,-87.60088,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.822536,-87.666343,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.822536,-87.666343,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.822536,-87.666343,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.799282,-87.585487,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.799282,-87.585487,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.766202,-87.562889,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.766202,-87.562889,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.766202,-87.562889,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.754676,-87.612922,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.754676,-87.612922,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.821582,-87.627796,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.821582,-87.627796,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.821582,-87.627796,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.803423,-87.642984,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.803423,-87.642984,1,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.754292,-87.590773,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.754292,-87.590773,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.798697,-87.736812,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.776156,-87.778927,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.776156,-87.778927,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.82561,-87.726549,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.644612,-87.604498,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.644612,-87.604498,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.733643,-87.55551,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.733643,-87.55551,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.717753,-87.531657,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.717753,-87.531657,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.750498,-87.605294,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.750498,-87.605294,0,8,0,0,1,0,0,0
2007-08-07,CULEX PIPIENS,41.750498,-87.605294,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.984809,-87.728492,0,8,0,1,0,0,0,0
2007-08-07,CULEX PIPIENS,41.984809,-87.728492,0,8,1,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,41.825902,-87.667827,0,8,0,1,0,0,0,0
2007-08-07,CULEX RESTUANS,41.825902,-87.667827,0,8,0,0,1,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,1,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,1,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,1,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.673408,-87.599862,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,1,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,1,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.726465,-87.585413,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.729669,-87.582699,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS,41.729669,-87.582699,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.704572,-87.565666,0,8,0,1,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,41.704572,-87.565666,1,8,0,1,0,0,0,0
2007-08-08,CULEX RESTUANS,41.704572,-87.565666,0,8,0,0,1,0,0,0
2007-08-08,CULEX PIPIENS,41.704572,-87.565666,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.704572,-87.565666,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.704572,-87.565666,0,8,1,0,0,0,0,0
2007-08-08,CULEX PIPIENS,41.704572,-87.565666,0,8,1,0,0,0,0,0
